pid,num,question,answer
50373333999,7,可以不用连接wifi直接连接蓝牙嘛,不可以
50373333999,7,可以不用连接wifi直接连接蓝牙嘛,应该是可以。没试过
50373333999,7,可以不用连接wifi直接连接蓝牙嘛,就是因为可以连蓝牙才买的，因为手机声音小，用蓝牙连到小音箱上，声音大，很多人都能听见
50373333999,7,可以不用连接wifi直接连接蓝牙嘛,可以连接手机蓝牙
50373333999,7,可以不用连接wifi直接连接蓝牙嘛,不行哦
50373333999,8,请问你们可以跟小爱同学对话吗,可以
50373333999,8,请问你们可以跟小爱同学对话吗,可以个毛线，好评刷的，连接上喊半天才应你一句。看我购买评论吧
50373333999,8,请问你们可以跟小爱同学对话吗,可以
50373333999,8,请问你们可以跟小爱同学对话吗,可以对话啊
50373333999,8,请问你们可以跟小爱同学对话吗,可以
50373333999,8,请问你们可以跟小爱同学对话吗,可以，声音还是蛮好听的。
50373333999,9,请问这款能远程操控吗？,能
50373333999,9,请问这款能远程操控吗？,可以啊，小爱同学语音唤醒识别度还是挺高的，即使音箱声音放的很大，她也可以去识别得到
50373333999,9,请问这款能远程操控吗？,可以
50373333999,9,请问这款能远程操控吗？,能
50373333999,9,请问这款能远程操控吗？,距离太远不可以
50373333999,10,换了地址了，小爱可不可以远程连接，,可以
50373333999,10,换了地址了，小爱可不可以远程连接，,好像可以
50373333999,10,换了地址了，小爱可不可以远程连接，,有点不智能，要手机后台软件设置
50373333999,10,换了地址了，小爱可不可以远程连接，,只要连接过，手机和小爱不在一起一样可以使用，只需要登录一次，手机上不删除，小爱可以一直用，不受影响。
50373333999,10,换了地址了，小爱可不可以远程连接，,可以
100040656544,1,请问唱歌听起来有低音炮的感觉吗？另外音响户外声音大吗？重低音咋样？,无回答
100040656544,2,这个可以无线蓝牙连接吗,无回答
100040656544,3,请问这套音箱可以直接连接手机或者U盘吗,无回答
100040656544,4,音量大声吗？音质怎么样？,无回答
10033902801902,1,您好，这款音箱可以用u盘吗？,不可以的
10033902801902,1,您好，这款音箱可以用u盘吗？,不能
10033902801902,1,您好，这款音箱可以用u盘吗？,不可以
10033902801902,1,您好，这款音箱可以用u盘吗？,不能
10033902801902,1,您好，这款音箱可以用u盘吗？,不能，没有u盘插口
10033902801902,1,您好，这款音箱可以用u盘吗？,不行
10033902801902,1,您好，这款音箱可以用u盘吗？,可以
10033902801902,1,您好，这款音箱可以用u盘吗？,不可以 手机蓝牙连接
10033902801902,2,用起来会有蓝牙停止连接时的电流音吗,么哦呦
10033902801902,2,用起来会有蓝牙停止连接时的电流音吗,没有电流声
10033902801902,2,用起来会有蓝牙停止连接时的电流音吗,没有
10033902801902,2,用起来会有蓝牙停止连接时的电流音吗,没有
10033902801902,2,用起来会有蓝牙停止连接时的电流音吗,完全不会，但我建议您要先考虑清楚，这个音响就是个纯纯低音炮，低音被狠狠加强了，买回去就这么用的话，看个电视，人声和背景的细节全被盖过了，除非你把声音开到七八十往上才能听清楚台词，然而这个时候低音穿透力已经很强了，一个是扰民，一个是自己不隔个五六米的话很轰头，脑浆子狠狠的震。 Windows里开了低频保护后就正常了，汽车驶过时强劲的声浪直透心肺，风声，树叶莎莎，卸下弹匣，弹壳落地声清晰分明。但低频保护开启后，偶尔有低音需要表现的地方就会有尖锐的声响。 我个人来说，默认的状态低音太轰完全受不了，但开了低频保护后的表现非常满意，二百来块很值，准备过两天再买一个组双声道立体声
10033902801902,2,用起来会有蓝牙停止连接时的电流音吗,没有
10033902801902,3,音响播放的时候会有沙沙的声音吗 耳朵靠近,不会 我需求不是特别大声的那种 小声你可以在播放器换音效 会有不同感觉
10033902801902,3,音响播放的时候会有沙沙的声音吗 耳朵靠近,没有，很好听我觉得
10033902801902,3,音响播放的时候会有沙沙的声音吗 耳朵靠近,没有
10033902801902,3,音响播放的时候会有沙沙的声音吗 耳朵靠近,没有
10033902801902,3,音响播放的时候会有沙沙的声音吗 耳朵靠近,没有
10033902801902,4,请问 用了多久了?质量怎样?,买了送女生了，她说挺不戳的。我自己用的是jblgo3，听节奏感强的音乐jbl听着更爽，但感觉有点闷？听播客什么的不太清晰。这个价位里这两款应该是平起平坐的，SONY续航更顶。多去看点测评，选更适合你的那一个
10033902801902,4,请问 用了多久了?质量怎样?,我刚买，但这款是我家人用了好几年说不错直接甩链接买的~
10033902801902,4,请问 用了多久了?质量怎样?,一般般，听着一般
10033902801902,4,请问 用了多久了?质量怎样?,用了三年，质量值得信赖。可以一旧换新。
10033902801902,4,请问 用了多久了?质量怎样?,送客户的，感觉应该可以
10033902801902,5,只能蓝牙连接吗？ 可不可以插U盘或者卡？,只能蓝牙，U盘和卡都不可以
10033902801902,5,只能蓝牙连接吗？ 可不可以插U盘或者卡？,对的，只能蓝牙
10033902801902,5,只能蓝牙连接吗？ 可不可以插U盘或者卡？,只能蓝牙链接
10033902801902,5,只能蓝牙连接吗？ 可不可以插U盘或者卡？,对 就只能连蓝牙
10033902801902,5,只能蓝牙连接吗？ 可不可以插U盘或者卡？,不能
10033902801902,6,接近二十平方的房间，音量够大吗？,可以
10033902801902,6,接近二十平方的房间，音量够大吗？,大，耳朵震聋
10033902801902,6,接近二十平方的房间，音量够大吗？,够用
10033902801902,6,接近二十平方的房间，音量够大吗？,够的，这个音响就是要离远一点用，才合适，太近了会轰脑袋
10033902801902,6,接近二十平方的房间，音量够大吗？,够的
10033902801902,7,这个怎么关机的？,一个怎么开机的？
10033902801902,7,这个怎么关机的？,就轻按一下开机键就行
10033902801902,7,这个怎么关机的？,按着开关机定格几秒就可以了
10033902801902,7,这个怎么关机的？,单点一下开关就可以开关机，不需要长按
10033902801902,7,这个怎么关机的？,我都是短按一下开机键就关了
10033902801902,8,充满电大概能听音乐多少个小时。,能听很久，一天都还有电
10033902801902,8,充满电大概能听音乐多少个小时。,半天吧，还是看音量大小，
10033902801902,8,充满电大概能听音乐多少个小时。,这个没试过 尽量勤充电呗，保持电池健康 有机会就充
10033902801902,8,充满电大概能听音乐多少个小时。,挺长时间的，还没试过，大半天肯定有的
10033902801902,9,续航真的16h么,理论16，实际也10个小时有的
10033902801902,9,续航真的16h么,没有16个小时。这个16个小时估计是实验室条件，和实际使用的环境不同肯定有差异的。比如温度、音量等。
10033902801902,9,续航真的16h么,应该能。我开机一晚上。还有电
10033902801902,9,续航真的16h么,可以的
10033902801902,10,可以连接无线的麦克风么,不得行，不可以哟
10033902801902,10,可以连接无线的麦克风么,不可以
10033902801902,10,可以连接无线的麦克风么,自带麦克风，可以接听电话，无线没试过
10033902801902,10,可以连接无线的麦克风么,不知道没试过
100072783559,1,可以录音吗？,不行
100072783559,2,可以连接无线话筒吗？,不行
100072783559,3,可以接无线话筒吗？,不能
10059543266239,1,户外用可以吗？,有电脑就可以用
10059543266239,2,Mp3用插头对吗？,无回答
